
---------- Begin Simulation Statistics ----------
simSeconds                                  16.751986                       # Number of seconds simulated (Second)
simTicks                                 16751986308000                       # Number of ticks simulated (Tick)
finalTick                                16751986308000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  70629.17                       # Real time elapsed on the host (Second)
hostTickRate                                237182255                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8507532                       # Number of bytes of host memory used (Byte)
simInsts                                  25174633242                       # Number of instructions simulated (Count)
simOps                                    25174633242                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   356434                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     356434                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 16751986308000                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                      16751986309                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     25683118384                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      263                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    25570556745                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 214321                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            508485404                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         155983611                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 218                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         16751960937                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.526422                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.285211                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash2              0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma2                0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma3                0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdPredAlu                  0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemRead                      0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemWrite               1920509     99.98%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statIssuedInstType_0::No_OpClass           45      0.00%      0.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntAlu   19902028571     77.83%     77.83% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntMult    668150003      2.61%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntDiv           265      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatAdd            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCmp            6      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCvt           21      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv           11      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     80.44% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead   3929402110     15.37%     95.81% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite   1070975695      4.19%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead           17      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            1      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total    25570556745                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.526419                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                             1920886                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.000075                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads              67895209522                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites             26191647268                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses     25412158231                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                       112                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                       60                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses               54                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                 25572477530                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                           56                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                       25422588531                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                    3925117107                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                 147968214                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                         4994876750                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                     5234591385                       # Number of branches executed (Count)
system.cpu.numStoreInsts                   1069759643                       # Number of stores executed (Count)
system.cpu.numRate                           1.517587                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                             447                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           25372                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                 25174633242                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                   25174633242                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.665431                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.665431                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.502785                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.502785                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                30718913396                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites               19240829280                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                          43                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                         39                       # Number of floating regfile writes (Count)
system.cpu.miscRegfileReads                       177                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                       36                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads     3944445744                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores    1080488792                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads     53618783                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores    410059822                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups              5741981083                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted        5014624665                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect         172616213                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups           3297006297                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits              3296288139                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999782                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed               137986233                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  1                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups        26884913                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits           26877498                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             7415                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted       142292                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.loop_predictor.correct   3198390964                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.loop_predictor.wrong   1240217337                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect   2327726224                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect     19427635                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect      6595940                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect   1616189288                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong     88785224                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong     16952777                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong      5655669                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong      5032037                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit     37356312                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit     11834969                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1    380185292                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2    831344553                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3    555860788                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4    258894003                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5    156791581                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6    131761978                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7     49014211                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8     38412695                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9     17291335                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10      9061360                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11      5220138                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12     19053926                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0   1003819828                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1    563523749                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2    563047598                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3    215792140                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4     26818408                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5     49342123                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6      8747223                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7      5594850                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8      2195934                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9      5053265                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10      3622358                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11      5334384                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts       508485396                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              45                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts         140476399                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples  16561020182                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.520114                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.494336                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0      6121739410     36.96%     36.96% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1      3305617296     19.96%     56.92% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2      2232477603     13.48%     70.41% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3      2200682752     13.29%     83.69% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4      2700503121     16.31%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            4                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total  16561020182                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted          25174633242                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted            25174633242                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                  4971025808                       # Number of memory references committed (Count)
system.cpu.commit.loads                    3906842847                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                 5132078722                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
